68,0.25,290.75
r,5/12,1745/6
r,0.25,291.0
r,1/3,1753/6
r,1/3,1753/6
r,4/3,1753/6
72,1.0,292.5
39,1.0,292.5
63,2.25,292.5
67,2.25,292.5
43,0.75,293.5
70,5/3,293.5
r,1/6,294.25
46,0.75,3533/12
r,5/12,294.75
34,1.25,1771/6
r,1.0,1771/6
r,1.0,1771/6
r,2.75,1771/6
74,0.25,1777/6
68,0.25,1777/6
65,0.25,1777/6
41,1.0,1777/6
r,0.75,3557/12
r,0.75,3557/12
65,0.25,1783/6
74,0.25,1783/6
68,0.25,1783/6
46,1.0,1783/6
r,0.75,1783/6
r,0.5,3569/12
67,2.0,3575/12
70,2.0,3575/12
r,0.75,1789/6
r,0.75,1789/6
r,1.75,1789/6
67,2.0,1789/6
70,2.0,1789/6
39,1.0,1789/6
75,1.25,3587/12
46,2.25,3587/12
45,1.0,3599/12
r,0.75,1801/6
44,1.0,3611/12
r,0.25,3611/12
r,2/3,1807/6
r,5/3,1807/6
46,3.25,1807/6
62,0.25,1811/6
43,0.25,1811/6
65,0.25,1811/6
70,0.25,1811/6
68,0.25,1811/6
r,7/12,3625/12
62,0.25,908/3
65,0.25,908/3
70,0.25,908/3
68,0.25,908/3
41,0.25,1817/6
68,0.25,1817/6
r,0.75,3635/12
r,7/12,3637/12
72,0.5,911/3
39,0.5,911/3
63,0.5,911/3
67,0.5,911/3
r,1/3,3653/12
r,2.25,3653/12
72,0.5,3653/12
39,0.5,3653/12
63,1.25,3653/12
67,1.25,3653/12
70,0.75,304.75
43,0.75,304.75
r,0.25,305.5
46,1.0,305.75
34,1.5,920/3
r,2/3,306.75
62,0.25,3689/12
53,0.25,3689/12
56,0.25,3689/12
r,1.0,3689/12
r,2.0,3689/12
41,0.75,923/3
56,0.25,3701/12
53,0.25,3701/12
46,1.0,3701/12
r,0.5,926/3
39,1.0,1855/6
65,2.75,3713/12
63,1.0,3725/12
r,0.75,3725/12
r,8/3,3725/12
65,0.5,3725/12
58,1.0,3725/12
55,1.0,3725/12
46,1.0,1867/6
r,0.75,3737/12
34,1.25,1873/6
r,11/12,1873/6
41,7/12,3757/12
56,0.25,3757/12
53,0.25,3757/12
62,0.25,3757/12
r,1/12,940/3
r,0.5,3761/12
r,2/3,3761/12
41,2/3,3761/12
53,0.25,3767/12
56,0.25,3767/12
46,0.75,3769/12
r,0.75,1885/6
r,1/12,1889/6
65,1.5,3779/12
62,1.5,3779/12
56,1.5,3779/12
39,1.0,3779/12
43,5/3,3791/12
r,0.5,3797/12
r,1.5,3797/12
r,1.5,3797/12
65,0.25,3797/12
62,0.25,3797/12
56,0.25,3797/12
46,1.25,3803/12
51,1.25,3815/12
63,1.25,3815/12
58,1.25,3815/12
55,1.25,3815/12
63,1.25,3815/12
58,1.25,3815/12
r,1.25,1909/6
r,0.25,1915/6
r,0.25,1915/6
r,1.25,3833/12
64,0.25,962/3
60,0.25,962/3
67,0.25,962/3
72,0.25,962/3
48,0.25,962/3
55,0.25,962/3
52,0.25,962/3
r,1.5,3851/12
67,0.5,3869/12
r,0.25,3869/12
76,1.0,968/3
r,0.5,3875/12
72,0.25,3881/12
79,0.5,971/3
r,1.75,971/3
76,0.25,1945/6
84,0.75,3893/12
79,0.25,1951/6
88,0.25,1951/6
r,0.75,3905/12
r,2.75,3905/12
88,0.25,1957/6
r,1.75,3917/12
72,0.25,1969/6
76,0.25,1969/6
67,0.25,1969/6
64,0.25,1969/6
76,0.25,1969/6
67,0.25,1969/6
r,0.75,3941/12
r,0.75,3941/12
